id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6530,"***Studio Centre-La Latina-Sol-WiFi, A/C***",127569594,Borja,Centro,Embajadores,40.40896,-3.70591,Entire home/apt,55,1,205,9/15/2019,7.24,6,323
6531,"****Studio Centre-La Latina-Sol-WiFi, A/C****",127569594,Borja,Centro,Embajadores,40.40963,-3.7056,Entire home/apt,54,1,210,9/14/2019,7.4,6,305
6532,Artistic room in the center,130023128,Jacopo,Centro,Palacio,40.42131,-3.7117,Private room,30,7,8,4/21/2019,0.29,1,0
6533,Apartamento de 3 Habs Y 3 baos en Puerta del Sol,104954660,Flavia Y Mario,Centro,Sol,40.41794,-3.70282,Entire home/apt,300,1,44,9/1/2019,1.58,9,335
6534,APARTAMENTO CON VISTAS A TERRAZA,62738396,Adri,Tetun,Berruguete,40.45828,-3.70815,Entire home/apt,65,2,86,8/18/2019,3.03,5,17
6535,Small Double room in El Rastro (La Latina),20429016,Lior,Centro,Embajadores,40.40824,-3.7081,Private room,30,3,14,7/3/2019,0.53,4,68
6536,Med Double Room in El Rastro (La Latina),20429016,Lior,Centro,Embajadores,40.40837,-3.70957,Private room,25,1,1,7/4/2017,0.04,4,0
6537,"4 Habitaciones en barrio Almagro, IDEAL FAMILIAS",130135247,Elvira,Chamber,Almagro,40.43538,-3.69042,Entire home/apt,200,3,1,10/4/2017,0.04,1,0
6538,"Quiet, confortable and elegant",25861473,Ana,Villa de Vallecas,Casco Histrico de Vallecas,40.37561,-3.62176,Entire home/apt,35,1,112,9/9/2019,4.35,1,190
6539,Amazing room private bathroom,50262565,Angie,Centro,Justicia,40.42149,-3.69888,Private room,65,1,6,1/7/2019,0.36,10,0
6540,"AZCA-SANTIAGO BERNABEU, TWO ROOM APARTMENT",130098424,Gemma Maria,Tetun,Cuatro Caminos,40.45275,-3.69375,Entire home/apt,80,2,114,9/10/2019,4.05,1,310
6541,Cozy and quiet house in the center,102675796,Ftima,Tetun,Bellas Vistas,40.45153,-3.70543,Entire home/apt,40,1,159,9/11/2019,5.85,1,27
6542,Acogedor piso en malasaa,6346734,Alejandro,Centro,Universidad,40.42479,-3.70405,Entire home/apt,60,1,2,7/15/2018,0.07,1,0
6543,VERY CHIC & LUXURIOUS APARTMENT IN MADRID CENTER,8124160,Flavia,Centro,Justicia,40.42065,-3.7001,Entire home/apt,450,1,28,8/30/2019,1.1,17,320
6544,Lovely apartment in best location!!,16730163,Laura,Centro,Cortes,40.41394,-3.69886,Entire home/apt,69,5,18,11/4/2018,0.63,1,0
6545,Estudio centro de Madrid (25m2),52873124,Vctor,Chamartn,Castilla,40.46897,-3.6872,Entire home/apt,96,1,22,6/2/2019,0.77,1,0
6546,Luminous and calid right in the centre!,130442142,Lola,Centro,Justicia,40.42409,-3.69824,Entire home/apt,140,4,14,5/13/2019,0.51,1,0
6547,EMBAJADORES / ATOCHA Area.  Nice and comfy room.,86123135,Nati,Centro,Embajadores,40.40654,-3.70088,Private room,24,3,36,3/24/2019,1.28,1,71
6548,Cozy penthouse in Santiago Bernabu,109127284,Daniel,Tetun,Cuatro Caminos,40.45306,-3.69412,Entire home/apt,55,15,4,10/16/2018,0.15,2,43
6549,Private Room + Wifi 15 min. metro del centro (L5),86845208,Jess,Ciudad Lineal,Concepcin,40.44165,-3.64085,Private room,20,3,18,10/7/2018,0.63,1,0
6550,Apartment with pool and parking,88936948,Guille,Fuencarral - El Pardo,Mirasierra,40.49006,-3.6998,Entire home/apt,75,10,0,,,4,363
6551,Gorgeous room with private balcony in center!,5269420,Abigail,Centro,Embajadores,40.41109,-3.70232,Private room,44,1,3,9/18/2017,0.11,2,0
6552,America Confort XIII,102947901,Claudia,Chamartn,Prosperidad,40.44335,-3.66868,Entire home/apt,50,1,16,8/28/2019,0.51,231,316
6553,Apartamento climatizado centrico y bien comunicado,30895896,Francisco,Retiro,Adelfas,40.39794,-3.67309,Entire home/apt,75,3,118,9/9/2019,4.16,2,319
6554,Arguelles,102947901,Claudia,Chamber,Gaztambide,40.43633,-3.71217,Entire home/apt,88,1,12,5/12/2019,0.29,231,267
6555,Bailen I,102947901,Claudia,Centro,Palacio,40.41187,-3.71439,Entire home/apt,75,1,21,8/13/2019,1.14,231,316
6556,Baudelaire III,102947901,Claudia,Centro,Embajadores,40.41123,-3.69949,Entire home/apt,90,1,11,7/30/2019,0.28,231,338
6557,Chamberi II,102947901,Claudia,Chamber,Arapiles,40.43503,-3.70776,Entire home/apt,60,1,2,4/25/2018,0.07,231,260
6558,Chueca Duplex II,102947901,Claudia,Centro,Justicia,40.42184,-3.69779,Entire home/apt,55,1,22,9/1/2019,0.44,231,321
6559,Chueca I,102947901,Claudia,Centro,Justicia,40.42335,-3.69898,Entire home/apt,65,1,27,8/22/2019,0.69,231,265
6560,Chueca Place,102947901,Claudia,Centro,Justicia,40.42279,-3.69864,Entire home/apt,140,1,44,8/23/2019,1.67,231,324
6561,Chueca Terrace II,102947901,Claudia,Centro,Justicia,40.42248,-3.69902,Entire home/apt,50,1,10,3/28/2019,0.22,231,340
6562,Chueca Town II,102947901,Claudia,Centro,Justicia,40.42071,-3.69809,Entire home/apt,85,1,19,8/12/2019,0.49,231,310
6563,Chueca X,102947901,Claudia,Centro,Justicia,40.42104,-3.69897,Entire home/apt,70,1,7,1/3/2019,0.14,231,239
6564,Cibeles Studio VI,102947901,Claudia,Centro,Justicia,40.42071,-3.69692,Entire home/apt,50,1,3,5/11/2016,0.06,231,316
6565,Embajadores Comfort VII,102947901,Claudia,Centro,Embajadores,40.40628,-3.70488,Entire home/apt,48,1,5,3/14/2018,0.14,231,330
6566,Fernando VI,102947901,Claudia,Centro,Justicia,40.4259,-3.69657,Entire home/apt,125,1,16,8/11/2019,0.45,231,322
6567,Galileo II,102947901,Claudia,Chamber,Arapiles,40.43071,-3.71159,Entire home/apt,65,1,4,8/29/2019,0.24,231,314
6568,Gran Via Duplex,102947901,Claudia,Centro,Universidad,40.42111,-3.70138,Entire home/apt,65,1,23,8/28/2019,0.63,231,317
6569,Gran Via Exclusive I,102947901,Claudia,Centro,Palacio,40.42099,-3.70756,Entire home/apt,98,1,1,11/3/2018,0.09,231,347
6570,Gran Via Exclusive II,102947901,Claudia,Centro,Palacio,40.4213,-3.70781,Entire home/apt,107,1,4,4/21/2019,0.14,231,359
6571,Tribeca Duplex,102947901,Claudia,Centro,Universidad,40.42433,-3.70601,Entire home/apt,70,1,7,7/18/2019,0.13,231,321
6572,Las Letras I,102947901,Claudia,Centro,Cortes,40.41508,-3.70011,Entire home/apt,65,1,1,9/10/2018,0.08,231,49
6573,Trafalgar Terrace,102947901,Claudia,Chamber,Trafalgar,40.42945,-3.70279,Entire home/apt,70,1,3,6/8/2019,0.18,231,35
6574,Latina III,102947901,Claudia,Centro,Palacio,40.41146,-3.71132,Entire home/apt,90,1,9,11/10/2018,0.35,231,260
6575,Latina XII,102947901,Claudia,Centro,Palacio,40.41024,-3.70959,Entire home/apt,90,1,20,8/30/2019,0.37,231,327
6576,MadVille Attic I,102947901,Claudia,Centro,Embajadores,40.4107,-3.70399,Entire home/apt,85,1,11,12/25/2018,0.33,231,327
6577,MadVille Attic II,102947901,Claudia,Centro,Embajadores,40.41071,-3.70394,Entire home/apt,85,1,7,8/25/2019,0.17,231,337
6578,MadVille Attic III,102947901,Claudia,Centro,Embajadores,40.41113,-3.70338,Entire home/apt,85,1,9,7/24/2019,0.19,231,339
6579,MadVille I,102947901,Claudia,Centro,Embajadores,40.41067,-3.70366,Entire home/apt,115,1,8,8/4/2019,0.24,231,308
6580,MadVille III,102947901,Claudia,Centro,Embajadores,40.41084,-3.70482,Entire home/apt,115,1,8,7/22/2019,0.22,231,337
6581,MadVille IX,102947901,Claudia,Centro,Embajadores,40.41093,-3.70346,Entire home/apt,115,1,16,8/9/2019,0.34,231,324
6582,MadVille Loft,102947901,Claudia,Centro,Embajadores,40.4107,-3.70326,Entire home/apt,100,1,14,8/22/2019,0.92,231,329
6583,MadVille V,102947901,Claudia,Centro,Embajadores,40.41127,-3.70511,Entire home/apt,100,1,17,8/17/2019,0.85,231,309
6584,MadVille VI,102947901,Claudia,Centro,Embajadores,40.41135,-3.70499,Entire home/apt,115,1,22,8/29/2019,0.52,231,337
6585,MadVille VII,102947901,Claudia,Centro,Embajadores,40.41061,-3.70363,Entire home/apt,115,1,11,8/22/2019,0.28,231,323
6586,MadVille VIII,102947901,Claudia,Centro,Embajadores,40.41109,-3.70366,Entire home/apt,100,1,14,11/28/2018,0.35,231,322
6587,Malasaa I,102947901,Claudia,Centro,Universidad,40.42662,-3.70166,Entire home/apt,55,1,3,5/26/2019,0.12,231,284
6588,Mirasierra,102947901,Claudia,Fuencarral - El Pardo,Mirasierra,40.49668,-3.70424,Entire home/apt,150,1,1,3/15/2019,0.16,231,355
6589,Museo Reina Sofa,102947901,Claudia,Centro,Embajadores,40.40871,-3.69311,Entire home/apt,95,1,22,8/13/2019,0.52,231,300
6590,NoMad La Latina I,102947901,Claudia,Centro,Palacio,40.41045,-3.70901,Entire home/apt,95,1,3,7/1/2019,0.31,231,330
6591,NoMad La Latina III,102947901,Claudia,Centro,Palacio,40.41049,-3.70992,Entire home/apt,95,1,5,12/11/2018,0.2,231,334
6592,NoMad La Latina Loft II,102947901,Claudia,Centro,Embajadores,40.40896,-3.70867,Entire home/apt,92,1,17,8/29/2019,0.69,231,265
6593,NoMad La Latina Attic I,102947901,Claudia,Centro,Embajadores,40.40907,-3.7085,Entire home/apt,88,1,4,7/27/2018,0.08,231,338
6594,NoMad La Latina Attic II,102947901,Claudia,Centro,Embajadores,40.40845,-3.71051,Entire home/apt,88,1,6,4/23/2019,0.26,231,338
6595,NoMad La Latina II,102947901,Claudia,Centro,Embajadores,40.4102,-3.70847,Entire home/apt,95,1,35,8/26/2019,0.77,231,334
6596,NoMad La Latina IV,102947901,Claudia,Centro,Palacio,40.40984,-3.71006,Entire home/apt,95,1,23,8/30/2019,0.48,231,334
6597,NoMad La Latina Loft I,102947901,Claudia,Centro,Palacio,40.41034,-3.71042,Entire home/apt,92,1,19,9/4/2019,1.29,231,264
6598,NoMad La Latina V,102947901,Claudia,Centro,Embajadores,40.4082,-3.70871,Entire home/apt,95,1,15,8/14/2019,0.31,231,325
6599,Nomad Rastro Attic,102947901,Claudia,Centro,Embajadores,40.41017,-3.70688,Entire home/apt,57,1,7,7/12/2019,0.2,231,325
6600,Nomad Rastro II,102947901,Claudia,Centro,Palacio,40.41178,-3.70801,Entire home/apt,95,1,54,9/2/2019,1.5,231,317
6601,Nomad Rastro III,102947901,Claudia,Centro,Embajadores,40.41072,-3.708,Entire home/apt,95,1,43,9/17/2019,1.17,231,318
6602,Nuevos Ministerios II,102947901,Claudia,Tetun,Cuatro Caminos,40.44991,-3.69432,Entire home/apt,55,1,7,2/3/2019,0.19,231,317
6603,Olavide I,102947901,Claudia,Chamber,Trafalgar,40.43626,-3.70317,Entire home/apt,55,1,4,4/20/2017,0.08,231,251
6604,Olavide II,102947901,Claudia,Chamber,Trafalgar,40.43734,-3.7024,Entire home/apt,55,1,2,4/22/2016,0.04,231,258
6605,Olavide III,102947901,Claudia,Chamber,Trafalgar,40.43811,-3.70323,Entire home/apt,55,1,3,3/22/2019,0.27,231,240
6606,Olavide IV,102947901,Claudia,Chamber,Trafalgar,40.43772,-3.7032,Entire home/apt,55,1,1,10/18/2016,0.03,231,261
6607,Olavide IX,102947901,Claudia,Chamber,Trafalgar,40.43605,-3.70192,Entire home/apt,65,1,3,2/11/2017,0.06,231,303
6608,Olavide V,102947901,Claudia,Chamber,Trafalgar,40.43634,-3.70175,Entire home/apt,55,1,12,5/31/2019,0.26,231,263
6609,Olavide VI,102947901,Claudia,Chamber,Trafalgar,40.43586,-3.70176,Entire home/apt,55,1,6,8/29/2019,0.21,231,264
6610,Olavide VII,102947901,Claudia,Chamber,Trafalgar,40.436,-3.70311,Entire home/apt,65,1,4,6/5/2017,0.07,231,0
6611,Olavide VIII,102947901,Claudia,Chamber,Trafalgar,40.43792,-3.70327,Entire home/apt,55,1,3,5/27/2018,0.06,231,263
6612,Olavide X,102947901,Claudia,Chamber,Trafalgar,40.43716,-3.70242,Entire home/apt,65,1,3,8/23/2019,0.06,231,312
6613,Olavide XI,102947901,Claudia,Chamber,Trafalgar,40.43588,-3.70375,Entire home/apt,65,1,8,7/17/2019,0.17,231,310
6614,Olavide XII,102947901,Claudia,Chamber,Trafalgar,40.43734,-3.70241,Entire home/apt,65,1,2,5/16/2016,0.05,231,300
6615,Olavide XIII,102947901,Claudia,Chamber,Trafalgar,40.43591,-3.70318,Entire home/apt,65,1,7,7/12/2019,0.24,231,330
6616,Olavide XIV,102947901,Claudia,Chamber,Trafalgar,40.43664,-3.70196,Entire home/apt,65,1,7,6/28/2019,0.13,231,334
6617,Olavide XV,102947901,Claudia,Chamber,Trafalgar,40.43639,-3.70311,Entire home/apt,90,1,5,5/30/2019,0.09,231,329
6618,Olavide XVI,102947901,Claudia,Chamber,Trafalgar,40.43793,-3.70199,Entire home/apt,90,1,5,11/16/2018,0.09,231,331
6619,Paseo del Arte IV,102947901,Claudia,Centro,Embajadores,40.41182,-3.70072,Entire home/apt,90,1,5,10/24/2017,0.13,231,322
6620,"Sunny, spacious apartment in downtown Madrid!",5269420,Abigail,Centro,Embajadores,40.41271,-3.70119,Entire home/apt,149,2,5,8/19/2017,0.18,2,0
6621,Paseo del Prado II,102947901,Claudia,Centro,Cortes,40.41236,-3.69593,Entire home/apt,115,1,42,8/25/2019,1.14,231,297
6622,Plaza Mayor Comfort I,102947901,Claudia,Centro,Sol,40.41441,-3.70559,Entire home/apt,142,1,29,6/2/2019,0.55,231,331
6623,Plaza Mayor Comfort II,102947901,Claudia,Centro,Sol,40.41428,-3.70563,Entire home/apt,64,1,2,9/30/2018,0.07,231,352
6624,Plaza Mayor Comfort III,102947901,Claudia,Centro,Sol,40.41555,-3.70765,Entire home/apt,70,1,3,11/19/2017,0.09,231,340
6625,Plaza Mayor Comfort V,102947901,Claudia,Centro,Sol,40.41397,-3.70703,Entire home/apt,60,1,5,2/23/2017,0.09,231,358
6626,Plaza Mayor III,102947901,Claudia,Centro,Sol,40.41539,-3.70635,Entire home/apt,77,1,13,8/4/2019,0.27,231,313
6627,Santa Barbara II,102947901,Claudia,Centro,Justicia,40.42529,-3.69685,Entire home/apt,117,1,7,3/8/2019,0.13,231,295
6628,Plaza Mayor VI,102947901,Claudia,Centro,Cortes,40.41429,-3.70376,Entire home/apt,115,1,29,7/17/2019,0.55,231,335
6629,Prado III,102947901,Claudia,Centro,Cortes,40.4155,-3.69546,Entire home/apt,75,1,14,8/20/2019,0.58,231,332
6630,Prado IV,102947901,Claudia,Centro,Cortes,40.41532,-3.69943,Entire home/apt,55,1,3,9/17/2019,0.1,231,326
6631,Santa Ana Boutique VIII,102947901,Claudia,Centro,Cortes,40.41386,-3.7014,Entire home/apt,48,1,5,8/7/2019,0.2,231,201
6632,Princesa,102947901,Claudia,Centro,Universidad,40.42511,-3.71124,Entire home/apt,60,1,2,11/27/2018,0.07,231,268
6633,Principe Terrace,102947901,Claudia,Centro,Cortes,40.41471,-3.70148,Entire home/apt,75,1,1,3/29/2018,0.06,231,310
6634,Puerta de America Terrace,102947901,Claudia,Chamartn,Prosperidad,40.44016,-3.67549,Entire home/apt,50,1,7,5/16/2019,0.29,231,324
6635,Puerta del Sol III,102947901,Claudia,Centro,Sol,40.41782,-3.70286,Entire home/apt,60,1,3,9/17/2019,0.27,231,317
6636,Ventas Studio,102947901,Claudia,Salamanca,Fuente del Berro,40.42843,-3.66277,Entire home/apt,42,1,7,3/3/2019,0.27,231,341
6637,Reina Sofia II,102947901,Claudia,Centro,Embajadores,40.40967,-3.69426,Entire home/apt,90,1,24,8/25/2019,0.44,231,327
6638,Reina Sofia IV,102947901,Claudia,Centro,Embajadores,40.4093,-3.69333,Entire home/apt,117,1,16,8/15/2019,0.54,231,307
6639,Reina Sofia V,102947901,Claudia,Centro,Embajadores,40.40798,-3.69837,Entire home/apt,55,1,12,6/16/2019,0.71,231,325
6640,Retiro VI,102947901,Claudia,Retiro,Ibiza,40.41895,-3.67877,Entire home/apt,60,1,6,8/4/2019,0.18,231,311
6641,Salamanca Confort I,102947901,Claudia,Salamanca,Lista,40.43007,-3.67325,Entire home/apt,75,1,41,8/4/2019,0.75,231,326
6642,Salamanca Confort II,102947901,Claudia,Salamanca,Guindalera,40.4325,-3.66899,Entire home/apt,60,1,7,12/21/2018,0.19,231,323
6643,Santa Ana Boutique III,102947901,Claudia,Centro,Cortes,40.41456,-3.70066,Entire home/apt,40,1,6,8/20/2019,0.42,231,156
6644,Salamanca Confort  III  ,102947901,Claudia,Salamanca,Goya,40.42744,-3.67033,Entire home/apt,50,1,2,10/3/2018,0.17,231,298
6645,Salamanca Confort IV,102947901,Claudia,Salamanca,Goya,40.42597,-3.67039,Entire home/apt,47,1,6,5/5/2019,0.33,231,336
6646,Salamanca confort IX,102947901,Claudia,Salamanca,Lista,40.43099,-3.67537,Entire home/apt,42,1,5,7/4/2019,0.4,231,326
6647,Salamanca Confort V,102947901,Claudia,Salamanca,Guindalera,40.43577,-3.67144,Entire home/apt,42,1,7,8/16/2019,0.24,231,333
6648,Salamanca Confort VI,102947901,Claudia,Salamanca,Guindalera,40.43723,-3.66959,Entire home/apt,42,1,4,9/25/2018,0.14,231,320
6649,Salamanca Confort VIII,102947901,Claudia,Salamanca,Lista,40.43047,-3.67545,Entire home/apt,42,1,7,3/28/2019,0.2,231,258
6650,Salamanca Confort XI,102947901,Claudia,Salamanca,Lista,40.43579,-3.67613,Entire home/apt,62,1,45,8/18/2019,1.25,231,334
6651,Salamanca Confort X,102947901,Claudia,Salamanca,Fuente del Berro,40.42825,-3.66279,Entire home/apt,55,1,11,12/26/2018,0.31,231,344
6652,Salamanca Confort XII,102947901,Claudia,Salamanca,Fuente del Berro,40.42613,-3.66519,Entire home/apt,62,1,14,8/12/2019,0.46,231,308
6653,Salamanca Studio,102947901,Claudia,Salamanca,Recoletos,40.42802,-3.6858,Entire home/apt,50,1,16,7/27/2019,0.52,231,325
6654,Salamanca V,102947901,Claudia,Salamanca,Castellana,40.43509,-3.68047,Entire home/apt,55,1,9,11/25/2018,0.31,231,326
6655,Salamanca VI,102947901,Claudia,Salamanca,Goya,40.42755,-3.67654,Entire home/apt,50,1,10,7/31/2019,0.27,231,280
6656,San Anton II,102947901,Claudia,Centro,Justicia,40.42276,-3.69743,Entire home/apt,85,1,21,7/21/2019,0.72,231,294
6657,San Anton III,102947901,Claudia,Centro,Justicia,40.42173,-3.69873,Entire home/apt,107,1,53,9/17/2019,1.44,231,317
6658,San Miguel II,102947901,Claudia,Centro,Sol,40.41584,-3.70734,Entire home/apt,85,1,7,7/26/2019,0.24,231,325
6659,Habitacin doble muy luminosa en La Latina.,6670496,ngel,Centro,Embajadores,40.40735,-3.71073,Private room,45,1,42,9/16/2019,1.54,1,341
6660,Apartamento cerca del Aeropuerto *PISCINA*,107685968,Adam,San Blas - Canillejas,Rejas,40.44376,-3.57986,Entire home/apt,60,3,46,9/15/2019,1.68,1,136
6661,Lindo y cmodo apartamento alquilamos,45979786,Mig,Retiro,Pacfico,40.40481,-3.67612,Entire home/apt,25,12,9,9/15/2017,0.32,2,0
6662,Solfai Vacacional 10,91506664,Solfai,Centro,Embajadores,40.40888,-3.69486,Entire home/apt,65,2,88,9/4/2019,3.1,33,328
6663,"Madrid center, Malasaa. Looking for an attic?",97469156,Gemma,Centro,Universidad,40.42761,-3.70283,Entire home/apt,90,3,67,7/7/2019,2.44,1,335
6664,QUIET NICE APARTMENT /CENTER MADRID/NEAR GRAN ViA,39896411,Silvia,Centro,Universidad,40.42415,-3.70324,Entire home/apt,50,2,136,9/4/2019,4.82,1,267
6665,Lighting room in Madrid!,3503816,David,Puente de Vallecas,San Diego,40.39632,-3.66564,Private room,25,3,11,5/7/2019,0.39,1,0
6666,Atico en Atocha,91620597,Sebastian,Centro,Embajadores,40.40845,-3.69492,Entire home/apt,73,3,3,7/5/2017,0.11,1,0
6667,FR 6 Apartamento ideal estancia centro Madrid.Wifi,14032635,Carlos,Tetun,Castillejos,40.45841,-3.70023,Entire home/apt,140,1,10,10/10/2018,0.35,24,347
6668,Cama en el corazn de Madrid,129711422,Flor Y Mauri,Arganzuela,Palos de Moguer,40.4026,-3.7001,Private room,29,2,14,9/16/2019,0.5,6,296
6669,Sper (Website hidden by Airbnb) mejor zona.Reserva inmediata,7400564,Ara,Centro,Embajadores,40.40679,-3.69704,Private room,35,2,90,9/13/2019,3.25,2,352
6670,CENTRE **Golden Triangle of Art Apartment**,28786243,Emilio,Centro,Embajadores,40.40852,-3.69672,Entire home/apt,84,1,107,8/30/2019,3.78,58,69
6671,Apartamento 1 dormitorio con espacios abiertos,96795800,Madrid Rental Flats,Chamber,Almagro,40.43271,-3.69108,Hotel room,99,6,0,,,18,0
6672,Mistral,102947901,Claudia,Centro,Universidad,40.42434,-3.71055,Entire home/apt,67,1,2,1/4/2019,0.17,231,341
6673,Acogedor apartamento cercano a museos y al Retiro,81678208,Alejandro,Retiro,Pacfico,40.40484,-3.68242,Entire home/apt,80,3,39,9/1/2019,1.42,1,102
6674,Chamberi IV,102947901,Claudia,Chamber,Trafalgar,40.43476,-3.7009,Entire home/apt,55,1,3,8/6/2019,0.17,231,317
6675,Chamberi V,102947901,Claudia,Chamber,Trafalgar,40.43184,-3.70355,Entire home/apt,60,1,8,12/21/2018,0.4,231,336
6676,Las Letras II,102947901,Claudia,Centro,Cortes,40.41488,-3.7019,Entire home/apt,60,1,1,8/8/2019,0.7,231,6
6677,Santa Ana Boutique VI,102947901,Claudia,Centro,Cortes,40.41314,-3.70016,Entire home/apt,40,1,1,6/3/2019,0.28,231,175
6678,Santa Ana Boutique V,102947901,Claudia,Centro,Cortes,40.4146,-3.70066,Entire home/apt,40,1,6,11/11/2018,0.36,231,198
6679,Santa Ana Boutique IV,102947901,Claudia,Centro,Cortes,40.41363,-3.70058,Entire home/apt,40,1,4,12/30/2018,0.17,231,190
6680,Retiro I,102947901,Claudia,Salamanca,Goya,40.42226,-3.67797,Entire home/apt,75,1,5,5/6/2019,0.25,231,290
6681,Retiro II,102947901,Claudia,Salamanca,Goya,40.42273,-3.67738,Entire home/apt,90,1,28,8/24/2019,1.04,231,312
6682,Santa Ana Boutique VII,102947901,Claudia,Centro,Cortes,40.4149,-3.70158,Entire home/apt,48,1,20,8/29/2019,0.83,231,143
6683,Santa Ana boutique II,102947901,Claudia,Centro,Cortes,40.41481,-3.70036,Entire home/apt,48,1,8,9/3/2019,0.3,231,141
6684,Santa Ana boutique I,102947901,Claudia,Centro,Cortes,40.41368,-3.70027,Entire home/apt,48,1,5,9/1/2019,0.27,231,201
6685,Habitacin tranquila y cmoda en Madrid,13770203,Jon,Latina,Aguilas,40.38399,-3.7813,Private room,30,2,4,6/5/2019,0.28,1,360
6686,Mini Apartamento en el ❤ de Lavapis,5615800,Antonio,Centro,Embajadores,40.40806,-3.70317,Entire home/apt,75,6,9,2/10/2019,0.32,2,355
6687,Coqueto piso en el Retiro de Madrid,103238383,Alvaro,Salamanca,Recoletos,40.42252,-3.68639,Entire home/apt,99,3,54,6/30/2019,1.92,1,329
6688,Modern new and cozy bedroom in Chamber,3113415,Pedro,Chamber,Rios Rosas,40.44396,-3.70212,Private room,55,7,4,12/23/2018,0.14,3,324
6689,Francisco de diego 46,121024104,Ruben,Moncloa - Aravaca,Ciudad Universitaria,40.45705,-3.71653,Entire home/apt,150,7,0,,,1,362
6690,"Habitacin Nueva,  Moderna y Luminosa en Madrid.",31202420,Mauricio,Carabanchel,Opael,40.39193,-3.72537,Private room,30,2,1,9/9/2019,1,1,147
6691,La Gata - Madrid,11650026,Ana,Latina,Crmenes,40.40253,-3.74188,Entire home/apt,80,3,20,5/25/2019,0.72,4,224
6692,Boulevard Juan Bravo St.,37895352,Nacho,Salamanca,Lista,40.43335,-3.67751,Entire home/apt,80,2,57,8/29/2019,2.03,3,241
6693,APARTMENT TOURIST 16 MADRID CENTER,5542111,Melvin Enrique,Centro,Universidad,40.42057,-3.70588,Entire home/apt,55,1,168,9/14/2019,5.96,62,315
6694,"Awesome Chueca Hortaleza , fully renovated !!",4286142,Juan & Ricardo,Centro,Justicia,40.4212,-3.70013,Entire home/apt,85,4,110,9/14/2019,3.9,3,102
6695,Bright and spacious apartment close to Gran Via,130891084,Luis Orlando,Centro,Universidad,40.42334,-3.70847,Entire home/apt,67,3,43,9/8/2019,1.53,1,159
6696,Bright & Cozy 2BD 2BTH with Balcony - CHUECA,115485713,Evaristo,Centro,Justicia,40.42114,-3.69855,Entire home/apt,120,2,88,9/16/2019,3.13,3,128
6697,"Apart. Chamber, equipped for 5 people, WIFI",129926239,Luis,Chamber,Arapiles,40.43557,-3.70572,Entire home/apt,330,7,0,,,1,0
6698,Cozy studio apartment in city centre,44412253,Jose,Centro,Universidad,40.4263,-3.71283,Entire home/apt,195,5,0,,,1,90
6699,Plaza de Chueca - The place to be,12206959,Claire,Centro,Justicia,40.42231,-3.69736,Entire home/apt,125,1,1,7/28/2017,0.04,1,0
6700,"Bonito apartamento, en Malasaa Centro Universidad",130947118,Jose,Centro,Universidad,40.42364,-3.70572,Entire home/apt,50,1,26,5/27/2018,0.92,1,170
6701,My sweet home / hogar / 멋진 나의 집 in Malasaa,130953064,Kelly,Centro,Universidad,40.42391,-3.70237,Entire home/apt,85,2,32,9/14/2019,1.18,1,67
6702,Luminoso Apartamento en Madrid,4906393,Santiago,Carabanchel,San Isidro,40.39749,-3.73422,Entire home/apt,54,90,0,,,1,364
6703,APARTMENT IN HEART OF MADRID,131005455,Jos  Luis,Centro,Embajadores,40.41298,-3.7033,Entire home/apt,57,1,95,9/2/2019,3.37,3,51
6704,PUERTA DEL ANGEL,1408525,Mad4Rent,Latina,Puerta del Angel,40.41053,-3.73187,Entire home/apt,80,3,13,10/20/2018,0.46,56,278
6705,Penthouse with large terrace in the city center,16451838,Gyorgy,Centro,Universidad,40.42143,-3.7033,Entire home/apt,85,2,21,9/16/2019,0.77,1,12
6706,Habitacin con cama sencilla ampliable a doble.,51908545,Victoria,Ciudad Lineal,Pueblo Nuevo,40.43162,-3.63499,Private room,20,1,43,9/14/2019,1.53,1,67
6707,3 rooms apartment in Puerta del Sol,34598812,Maroco,Centro,Sol,40.4168,-3.70244,Entire home/apt,300,1,24,9/15/2019,0.96,12,335
6708,Nice private room in La Latina,4839218,Ricardo,Centro,Embajadores,40.40962,-3.70602,Private room,35,2,34,5/7/2019,1.38,3,0
6709,SOL **Vintage Colorful Apartment 3BD**,28786243,Emilio,Centro,Embajadores,40.4128,-3.70273,Entire home/apt,123,1,142,9/2/2019,5,58,73
6710,"Logistics, Center and River. Best spot to discover",10569937,Ele,Moncloa - Aravaca,Argelles,40.42107,-3.71578,Entire home/apt,80,3,0,,,7,0
6711,Shopping and more,10569937,Ele,Chamber,Gaztambide,40.43301,-3.71385,Entire home/apt,70,3,0,,,7,0
6712,"FC35 2ºB. Apartamento singular, con WIFI.",116196433,Apartamentos Playtime,Ciudad Lineal,Concepcin,40.44563,-3.64364,Entire home/apt,66,7,8,8/25/2018,0.29,11,0
6713,"(3,6) Moncloa- (2)Quevedo",10569937,Ele,Chamber,Gaztambide,40.43451,-3.71332,Entire home/apt,70,3,0,,,7,0
6714,Madrid by the river room1,10569937,Ele,Arganzuela,Acacias,40.40154,-3.71144,Private room,30,3,0,,,7,0
6715,Madrid by the river 2,10569937,Ele,Arganzuela,Acacias,40.4023,-3.70974,Private room,50,3,0,,,7,0
